file_name,transcription,p_scores
014080117.WAV,DH EY HH AE V AH L AH T AH V W IH N D OW T UW AH F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014080134.WAV,IH N DH AH N EY M AH V W AH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0
014080149.WAV,DH IH S IH Z AH G AH D W ER D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0
014080178.WAV,TH AE NG K Y UW F AO Y AO K EH R,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.6 1.6
014080201.WAV,AY N OW IH T W IH L B IY F AO M IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014080243.WAV,AO L R EH D IY F AO AH D EY AH V L IH S N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
014080270.WAV,W IH SH AY W AH Z G OW IH NG T UW S IY T UW N AY N,2.0 2.0 0.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0
014080279.WAV,HH AE P IY S AH N D EY IH Z AH D EY AH V P R EY Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.0 1.2
014080301.WAV,G R EY T T UW S IY Y UW M AE N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014080333.WAV,N OW Y UW N IY D T UW R IH T ER N T UW DH AH T R AH K,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 1.6
014080336.WAV,B AH S W ER M EY D T UW B IY B R OW K AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014080337.WAV,AY K AE N AO L M OW S T S IY M DH AH S M OW K,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0
014080339.WAV,AY M AH S T K AH M T UW Y UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8
014080358.WAV,AH Z F AO M AY S EH L F AY TH IH NG K N AH T AH V HH AE P IY N AH S,1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.4 2.0 0.6 2.0
014080361.WAV,AY B EH G DH AE T Y UW W IH L R AY T IH NG T UW M IY AE T W AH N S,2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014080362.WAV,DH EH R W AH Z S AH M TH IH NG IH N HH IH Z P AH K IH T,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014180002.WAV,S AH M M AE N D IY W AH N T S T UW F AY N D DH AH AA N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014180008.WAV,L IH L IY K AE N P L AA N T DH AH F IH SH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014180011.WAV,D UH K AE N D R AO DH AH K AW,2.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 2.0
014180013.WAV,M AE R IH K AE N S IY DH AH S EY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.8
014180044.WAV,S EH V N F AO N AY N F AY V,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8
014180051.WAV,P IY T ER L AY K S AY S S K EY T IH NG,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014180063.WAV,HH AH N IY L AY K S K EY K,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014180077.WAV,L EH T S D R AO N AA S IY Z AY,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 1.8 2.0
014180084.WAV,B IH T IY L AY K S Y UH AH R AY T S W EH T ER,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014180088.WAV,L UH K AE T AE L IH S CH UW Z,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
014180100.WAV,JH AE K M IY G AH T AH N DH AH B AH S,2.0 1.6 2.0 2.0 1.8 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014180131.WAV,M AY K W AA SH T DH AH IY JH IH P T P L AA N T,2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.6 2.0 2.0 2.0 2.0 2.0
014180139.WAV,T IH M W AH T S T UW B IY AH G UH D AH S T UW D N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
014180143.WAV,L UW S IH W IH L AH R IY D IH N JH UW N S IH K S TH S IY,2.0 2.0 1.2 2.0 2.0 2.0 1.6 1.2 2.0 2.0 2.0 2.0 2.0 1.6 0.0 0.4 2.0 2.0 2.0 2.0 1.2 2.0 2.0
014180150.WAV,W AH T AA Y UW D UW IH NG DH IH S F AO,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014180155.WAV,HH AW K AE N Y UW HH IH AH,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
014180158.WAV,Y UW T UW B AY SH UH AH,2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 1.8
014180160.WAV,OW N AH T DH AE T N OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
014180165.WAV,B IY T UW B AH G T UW B AE K,2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 1.6 2.0
014180166.WAV,Y EH S AY S IY DH AH HH AW S,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
014190006.WAV,L EY L AA K AE N D R AO DH AH M AH NG K IY,2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014190025.WAV,L UW S IY IH Z AH F R EH N D F R AH M K AE N AH D AH,2.0 2.0 2.0 2.0 2.0 1.8 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0
014190027.WAV,M AE N D IY L IH V Z IH N JH AH P AE N,2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.0 2.0
014190030.WAV,S IH K S T UW TH R IY TH R IY,2.0 2.0 2.0 2.0 2.0 2.0 0.8 1.2 1.6 1.2 1.6 1.6
014190055.WAV,N IY L IH Z G UH D AE T B AA S K IH T B AO L,2.0 0.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014190059.WAV,M AY K EY T AH L IH T L R AY S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014190060.WAV,N IY L L AY K S K EY K,2.0 0.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014190062.WAV,N IY L L AY K S S AH S IH JH,2.0 0.2 1.4 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.4
014190064.WAV,HH EH N IH S M EH L Z F R EH SH B R EH D,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.6 0.8 0.8 1.6 2.0 2.0 2.0 2.0
014190071.WAV,B AY M AY M AW TH,2.0 2.0 2.0 2.0 2.0 2.0 1.8
014190073.WAV,L EH T S D R AO JH EY M IY Z T OW,2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 0.8 2.0 2.0 1.8 2.0 2.0
014190081.WAV,L EH T S D R AO N IY L Z AA M,2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 1.6 1.2 1.6 2.0 1.8
014190088.WAV,S AE N D IY HH AE Z AH B Y UW T IH F L SH AO T S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014190095.WAV,B EH T IH N IY D Z N Y UW S K ER T,2.0 0.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 1.6 2.0 2.0
014190098.WAV,JH EY M IY G AH T AH N DH AH AH N D AH G R AW N D,2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0
014190107.WAV,S OW HH IY W EH N T AH N T UW T IY CH AH S AH F IH S,2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014190108.WAV,DH AH L EY L AA W AO K T T UW B AH S S T AH P,2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014190114.WAV,HH EH N IH K AE N S IY DH AH K IH CH IH N,2.0 0.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.8
014190128.WAV,L EY L AA L AH V Z K UW L,2.0 1.2 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.2
014190172.WAV,AE N D M AY N EY M T UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.4 2.0 2.0
014200011.WAV,AY IH K S P EH K T DH IH S T UW B IY AE Z N AY S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
014200060.WAV,IH T S HH AA R D T UW B IY F AO L T IH D F AO DH AE T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0
014200076.WAV,DH IY OW N L IY W AH N HH UW N OW Z W AY IH Z HH IH M,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
014200086.WAV,AE N D AH L AH T AH V P IY P L AH V HH AE V,2.0 2.0 1.2 1.6 2.0 2.0 1.8 1.8 2.0 1.8 2.0 2.0 2.0 1.6 1.2 2.0 2.0 1.8
014200087.WAV,DH AH D IH F EH N D AH N T S AO L S OW W UH D HH AE V T UW S AY N DH AH S T EY T M AH N T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014200124.WAV,T AO K IH NG IH Z N AH T DH AH P R AH B L AH M,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014200161.WAV,N AH T AH B AW T W AH T Y UW S IY IH N DH AH M IH AH AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
014200177.WAV,W AH T S S IY M Z T UW B IY DH AH P R AH B L AH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
014200206.WAV,IH T W AH Z AH B Y UW T IH F L D EY F AO AH F L OW T,2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 0.4 1.2 2.0
014200207.WAV,P L AH S IH Z N AW AH N DH AH L AY N AH P,1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014200229.WAV,D UH Y UW W AH N T T UW D UH AE N D B R IH NG D AW N DH AH HH AW S,2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014200238.WAV,DH EY HH AE D T UW G EH T AW T,2.0 1.4 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014200246.WAV,DH EY JH AH S T W AA N T T UW HH EY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014200272.WAV,AY W IH L L EH T Y UW N OW IH F AY G EH T M AY N T UW,2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 1.8 1.4 1.6 1.6
014200295.WAV,AA F T AH DH IH S N AH T SH UH AH W AH T T UW D UH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 1.8 2.0 2.0 2.0 1.8
014200296.WAV,AY HH AE D P L EH N T IY AH V S L IY P,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 1.8 2.0 2.0 2.0 2.0
014200339.WAV,B AH T W AH T IH Z DH AH M AE T ER W IH DH DH AH OW L D M AE N,2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 1.2 1.6 2.0 2.0 1.6 2.0 2.0 2.0 1.8 1.6 1.6 2.0 2.0 1.8 2.0 2.0 2.0
014200342.WAV,IY V N S OW EH V R IY W AH N AO T T UW HH AE V AH CH AE N S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014200353.WAV,AY P UH L D OW V ER T UW DH AH SH OW L D AH AE N D HH IY JH AH M P T AW T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014200357.WAV,HH IY HH AE D N OW R AY T T UW W EY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014220001.WAV,JH IH M W IH L P EY N T M AY HH AW S G R IY N,2.0 0.8 2.0 2.0 2.0 0.6 2.0 0.4 0.4 2.0 2.0 2.0 2.0 0.4 2.0 2.0 2.0 2.0 2.0
014220003.WAV,M AE R IH IH Z G OW IH NG T UW S IY D AO G,2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014220021.WAV,D AO R AH K AE N S IY DH AH G UW S,2.0 2.0 0.6 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.0 2.0
014220027.WAV,L EY L AA IH Z F R AH M AH S T R EY L IH AH,2.0 0.0 1.6 0.0 1.6 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 1.6 2.0 2.0 2.0
014220038.WAV,F AO S EH V N,2.0 2.0 2.0 2.0 2.0 2.0
014220044.WAV,F AO F AY V Z IH AH OW TH R IY,2.0 2.0 2.0 2.0 1.8 1.6 0.4 0.4 0.4 0.0 0.0 0.0
014220048.WAV,T IY N AH IH Z N AH T V EH R IY G UH D AE T JH IH M N AE S T IH K S,0.8 0.0 0.0 0.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
014220058.WAV,D AH Z JH EY M IY L AY K DH AH B R EH D,2.0 2.0 2.0 1.6 0.2 0.4 0.0 2.0 2.0 2.0 2.0 2.0 1.6 0.0 0.4 0.0
014220066.WAV,D AO R AH G AH T S AH M K EY K,2.0 2.0 2.0 1.6 2.0 0.4 1.2 2.0 2.0 2.0 2.0 2.0 2.0
014220068.WAV,M AY K S AH M F AO R R EH D,2.0 2.0 2.0 2.0 0.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014220070.WAV,JH IH M S M EH L Z F R EH SH B IY F,1.6 0.0 2.0 1.6 0.8 0.0 0.0 0.0 0.4 0.0 0.0 0.0 1.6 0.0 0.8
014220081.WAV,L EH T S D R AO L UW S IH S N OW Z,2.0 2.0 1.8 1.8 1.8 1.8 2.0 0.4 0.0 0.0 0.0 0.0 1.2 0.0 0.0
014220087.WAV,N IY L L AY K Y AO R EH D S IY K,0.8 0.0 0.4 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.6
014220102.WAV,L IH N D AH G AH T AH N DH AH SH IH P,1.2 0.0 0.0 0.4 0.0 0.8 0.4 0.4 2.0 2.0 2.0 2.0 0.0 0.0 0.0
014220115.WAV,DH EH N AH L IY S AH W AO K T T UW G AA R D N,2.0 2.0 2.0 0.4 0.0 0.0 0.4 0.0 0.0 0.0 0.4 0.4 2.0 1.6 1.6 0.0 0.0 0.0 0.4
014220140.WAV,T IH M IH Z N AH T AH R IH AH L S T UW D N T,1.6 0.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0 1.4 1.0 1.0 1.4 1.6 1.2 0.0 0.0 0.0 0.0
014220142.WAV,AE N D IH IH Z N AH T AH R IH AH L P AH L IY S,1.6 1.6 0.2 1.2 2.0 2.0 2.0 2.0 2.0 2.0 1.2 0.4 0.4 0.0 1.6 0.4 0.8 0.4 0.0
014220159.WAV,W AH T IH Z AH CH AY L D,2.0 1.8 2.0 2.0 2.0 2.0 0.0 0.0 0.0 0.4
014220160.WAV,IH T IH Z N OW G UH D,2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0
014220167.WAV,N OW AY HH AE V N AH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014350004.WAV,B IH L IY R AE N AH W EY F R AH M DH AH G OW T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0
014350012.WAV,T IH M R AE N AH W EY F R AH M DH AH B ER D,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0
014350016.WAV,K EY S IY IH Z G OW IH NG T UW S IY S K W IH D,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 0.4 0.4 2.0
014350017.WAV,S T IY V AH N IH Z G OW IH NG T UW S IY W EY L,2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 0.0 0.0 0.4
014350018.WAV,AH L IY S AH IH Z G OW IH NG T UW S IY AE N T,0.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 2.0 2.0
014350020.WAV,M AY K IH Z G OW IH NG T UW S IY SH AA K,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014350022.WAV,HH EH N IY L IH V D IH N AH S T R EY L IH AH,2.0 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 1.4 2.0 2.0 2.0 2.0
014350028.WAV,W AH N F AO EY T S EH V N,2.0 2.0 1.4 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0
014350085.WAV,AH L IY S AH HH AE Z AH B Y UW T IH F L S N IY K AH Z,1.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
014350094.WAV,D EH V IH D L AH V Z DH AH N Y UW T IY SH ER T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014350103.WAV,HH EH N IH G AH T AH N DH AH Y AA T,2.0 2.0 2.0 2.0 2.0 0.8 0.4 2.0 2.0 2.0 2.0 2.0 0.0 1.6
014350110.WAV,S OW D EH V IH D W EH N T AH N T UW S IH T IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
014350127.WAV,S T IY V AH N G AH T DH AH K Y UW K AH M B ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.0 1.2 2.0 2.0 1.6 0.4 1.2 1.2 0.0 0.8 0.4 0.8
014350133.WAV,B EH T IY G AH T DH AH S EH L ER IY,2.0 1.6 2.0 2.0 2.0 0.8 1.2 2.0 2.0 1.2 0.4 0.8 0.0 0.0
014350146.WAV,B EH T IY L AY K S DH AH EH JH UW K EY SH N K L AA S AE T S K UW L,2.0 0.4 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.4 0.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014350153.WAV,IH Z IH T DH IH S W AH N,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014350157.WAV,HH AW AA W IY G OW IH NG,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014350158.WAV,S OW AY HH AE V K AH M HH IH AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 0.4 2.0 1.6 1.6
014350163.WAV,AE N D DH AH D AH G T UW,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014350165.WAV,AY K AE N D UH N OW G UH D HH IH AH,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 1.6 1.6
014390008.WAV,T IH M IH Z G OW IH NG T UW S IY B ER D,2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
014390009.WAV,D EH V IH D R AE N AH W EY F R AH M DH AH K AE T,2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0
014390045.WAV,F AY V F AY V S EH V N W AH N,2.0 2.0 1.6 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014390051.WAV,AH L IY S AH IH Z N AH T V EH R IY G UH D AE T V AH L IY B AO L,0.8 2.0 2.0 1.2 1.2 2.0 1.8 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
014390052.WAV,L UW S IH IH Z N AH T V EH R IY G UH D AE T S W IH M IH NG,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.0 1.6 2.0 2.0 1.6
014390057.WAV,P IY T ER L AY K S F R EH N CH F R AY Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 0.8 0.0 2.0 2.0 2.0 1.2
014390064.WAV,D AH Z JH IH M L AY K DH AH K EY K,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014390068.WAV,D AH Z B EH T IY L AY K DH AH HH AE M B ER G ER,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
014390076.WAV,L IH L IY HH AE Z AH B IH G T OW,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 0.0
014390086.WAV,JH IH M HH AE Z AH B Y UW T IH F L S W EH T ER,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0
014390090.WAV,JH IH M L AY K DH AH OW L D S AH K S,2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
014390117.WAV,S OW S AE N D IY W EH N T AH N T UW L IH V IH NG R UW M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
014390124.WAV,JH EY M IY DH IH S IH Z M AH SH R UW M,2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 0.8 1.6 1.4
014390133.WAV,T EH D IH IH Z D R AO IH NG DH AH S W IY T P AH T EY T OW,2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
014390134.WAV,M AE R IH IH Z D R AO IH NG DH AH CH AY N IY Z K AE B IH JH,2.0 2.0 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 0.0
014390135.WAV,D EH V IH D W ER D Y UW L AY K T UW G R OW L IY K,2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.6 0.8 2.0 2.0 2.0
014390143.WAV,P IY T AH W IH L AH R AY V IH N M AA R CH S IH K S TH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0 2.0 1.6 1.6 1.6 1.0 1.6 2.0 2.0 1.4 1.0
014390154.WAV,HH AW K AE N AY D UH DH AE T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
014390156.WAV,IH T IH Z N AH T HH IH AH Y UW S IY,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8
014390163.WAV,B AH T W AH T K AE N W AH N D UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0
